"id","facility_name","hours_type","productive_hours"
7650,"CHILDRENS HOSPITAL & RESEARCH CENTER AT OAKLAND","Administrative Services Cost Centers",185606
7651,"THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL","Management & Supervision",16521
7652,"THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL","Technician & Specialist",15659
7653,"THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL","Registered Nurse",3165
7654,"THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL","Licensed Vocational Nurse",0
7655,"THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL","Aides & Orderlies",50656
7656,"THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL","Clerical & Other Administrative",19932
7657,"THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL","Environmental & Food Services",10034
7658,"THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL","Other",0
7659,"THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL","Contracted Registry Nursing",62
7660,"THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL","Contracted Other",1931
7661,"THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL","Daily Cost Centers",80570
7662,"THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL","Ambulatory Cost Centers",1352
7663,"THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL","Ancillary Cost Centers",0
7664,"THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL","Education Cost Centers",0
7665,"THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL","General Services Cost Centers",16008
7666,"THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL","Fiscal Services Cost Centers",15700
7667,"THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL","Administrative Services Cost Centers",4330
7668,"EDEN MEDICAL CENTER","Management & Supervision",136828
7669,"EDEN MEDICAL CENTER","Technician & Specialist",500666
7670,"EDEN MEDICAL CENTER","Registered Nurse",760913
7671,"EDEN MEDICAL CENTER","Licensed Vocational Nurse",37069
7672,"EDEN MEDICAL CENTER","Aides & Orderlies",140356
7673,"EDEN MEDICAL CENTER","Clerical & Other Administrative",347731
7674,"EDEN MEDICAL CENTER","Environmental & Food Services",173635
7675,"EDEN MEDICAL CENTER","Other",69938
7676,"EDEN MEDICAL CENTER","Contracted Registry Nursing",87841
7677,"EDEN MEDICAL CENTER","Contracted Other",279642
7678,"EDEN MEDICAL CENTER","Daily Cost Centers",804568
7679,"EDEN MEDICAL CENTER","Ambulatory Cost Centers",217952
7680,"EDEN MEDICAL CENTER","Ancillary Cost Centers",562350
7681,"EDEN MEDICAL CENTER","Education Cost Centers",0
7682,"EDEN MEDICAL CENTER","General Services Cost Centers",395581
7683,"EDEN MEDICAL CENTER","Fiscal Services Cost Centers",87319
7684,"EDEN MEDICAL CENTER","Administrative Services Cost Centers",466849
7685,"ALAMEDA COUNTY MEDICAL CENTER","Management & Supervision",363748
7686,"ALAMEDA COUNTY MEDICAL CENTER","Technician & Specialist",1031685
7687,"ALAMEDA COUNTY MEDICAL CENTER","Registered Nurse",957876
7688,"ALAMEDA COUNTY MEDICAL CENTER","Licensed Vocational Nurse",133368
7689,"ALAMEDA COUNTY MEDICAL CENTER","Aides & Orderlies",327933
7690,"ALAMEDA COUNTY MEDICAL CENTER","Clerical & Other Administrative",727072
7691,"ALAMEDA COUNTY MEDICAL CENTER","Environmental & Food Services",370419
7692,"ALAMEDA COUNTY MEDICAL CENTER","Other",413308
7693,"ALAMEDA COUNTY MEDICAL CENTER","Contracted Registry Nursing",337194
7694,"ALAMEDA COUNTY MEDICAL CENTER","Contracted Other",55525
7695,"ALAMEDA COUNTY MEDICAL CENTER","Daily Cost Centers",1272488
7696,"ALAMEDA COUNTY MEDICAL CENTER","Ambulatory Cost Centers",986632
7697,"ALAMEDA COUNTY MEDICAL CENTER","Ancillary Cost Centers",604942
7698,"ALAMEDA COUNTY MEDICAL CENTER","Education Cost Centers",277804
7699,"ALAMEDA COUNTY MEDICAL CENTER","General Services Cost Centers",775398
7700,"ALAMEDA COUNTY MEDICAL CENTER","Fiscal Services Cost Centers",313793
7701,"ALAMEDA COUNTY MEDICAL CENTER","Administrative Services Cost Centers",487071
7702,"KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS","Management & Supervision",0
7703,"KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS","Technician & Specialist",0
7704,"KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS","Registered Nurse",1091968
7705,"KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS","Licensed Vocational Nurse",13597
7706,"KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS","Aides & Orderlies",176631
7707,"KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS","Clerical & Other Administrative",0
7708,"KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS","Environmental & Food Services",0
7709,"KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS","Other",2754225
7710,"KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS","Contracted Registry Nursing",237018
7711,"KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS","Contracted Other",6241
7712,"KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS","Daily Cost Centers",1388392
7713,"KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS","Ambulatory Cost Centers",163150
7714,"KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS","Ancillary Cost Centers",512664
7715,"KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS","Education Cost Centers",247106
7716,"KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS","General Services Cost Centers",974048
7717,"KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS","Fiscal Services Cost Centers",0
7718,"KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS","Administrative Services Cost Centers",973077
7719,"KAISER FOUNDATION HOSPITAL - HAYWARD","Management & Supervision",0
7720,"KAISER FOUNDATION HOSPITAL - HAYWARD","Technician & Specialist",0
7721,"KAISER FOUNDATION HOSPITAL - HAYWARD","Registered Nurse",820638
7722,"KAISER FOUNDATION HOSPITAL - HAYWARD","Licensed Vocational Nurse",21954
7723,"KAISER FOUNDATION HOSPITAL - HAYWARD","Aides & Orderlies",123009
7724,"KAISER FOUNDATION HOSPITAL - HAYWARD","Clerical & Other Administrative",0
7725,"KAISER FOUNDATION HOSPITAL - HAYWARD","Environmental & Food Services",0
7726,"KAISER FOUNDATION HOSPITAL - HAYWARD","Other",1886275
7727,"KAISER FOUNDATION HOSPITAL - HAYWARD","Contracted Registry Nursing",7152
7728,"KAISER FOUNDATION HOSPITAL - HAYWARD","Contracted Other",579
7729,"KAISER FOUNDATION HOSPITAL - HAYWARD","Daily Cost Centers",869420
7730,"KAISER FOUNDATION HOSPITAL - HAYWARD","Ambulatory Cost Centers",139045
7731,"KAISER FOUNDATION HOSPITAL - HAYWARD","Ancillary Cost Centers",333391
7732,"KAISER FOUNDATION HOSPITAL - HAYWARD","Education Cost Centers",6237
7733,"KAISER FOUNDATION HOSPITAL - HAYWARD","General Services Cost Centers",703749
7734,"KAISER FOUNDATION HOSPITAL - HAYWARD","Fiscal Services Cost Centers",0
7735,"KAISER FOUNDATION HOSPITAL - HAYWARD","Administrative Services Cost Centers",787030
7736,"KINDRED HOSPITAL - SAN FRANCISCO BAY AREA","Management & Supervision",47018
7737,"KINDRED HOSPITAL - SAN FRANCISCO BAY AREA","Technician & Specialist",60718
7738,"KINDRED HOSPITAL - SAN FRANCISCO BAY AREA","Registered Nurse",112746
7739,"KINDRED HOSPITAL - SAN FRANCISCO BAY AREA","Licensed Vocational Nurse",35571
7740,"KINDRED HOSPITAL - SAN FRANCISCO BAY AREA","Aides & Orderlies",49212
7741,"KINDRED HOSPITAL - SAN FRANCISCO BAY AREA","Clerical & Other Administrative",60435
7742,"KINDRED HOSPITAL - SAN FRANCISCO BAY AREA","Environmental & Food Services",36144
7743,"KINDRED HOSPITAL - SAN FRANCISCO BAY AREA","Other",0
7744,"KINDRED HOSPITAL - SAN FRANCISCO BAY AREA","Contracted Registry Nursing",2973
7745,"KINDRED HOSPITAL - SAN FRANCISCO BAY AREA","Contracted Other",0
7746,"KINDRED HOSPITAL - SAN FRANCISCO BAY AREA","Daily Cost Centers",224355
7747,"KINDRED HOSPITAL - SAN FRANCISCO BAY AREA","Ambulatory Cost Centers",0
7748,"KINDRED HOSPITAL - SAN FRANCISCO BAY AREA","Ancillary Cost Centers",68234
7749,"KINDRED HOSPITAL - SAN FRANCISCO BAY AREA","Education Cost Centers",0
7750,"KINDRED HOSPITAL - SAN FRANCISCO BAY AREA","General Services Cost Centers",64433
7751,"KINDRED HOSPITAL - SAN FRANCISCO BAY AREA","Fiscal Services Cost Centers",9755
7752,"KINDRED HOSPITAL - SAN FRANCISCO BAY AREA","Administrative Services Cost Centers",38040
7753,"ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE","Management & Supervision",237036
7754,"ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE","Technician & Specialist",707377
7755,"ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE","Registered Nurse",918999
7756,"ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE","Licensed Vocational Nurse",26723
7757,"ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE","Aides & Orderlies",228566
7758,"ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE","Clerical & Other Administrative",691963
7759,"ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE","Environmental & Food Services",392247
7760,"ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE","Other",179184
7761,"ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE","Contracted Registry Nursing",145823
7762,"ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE","Contracted Other",37191
7763,"ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE","Daily Cost Centers",1019688
7764,"ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE","Ambulatory Cost Centers",236988
7765,"ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE","Ancillary Cost Centers",749360
7766,"ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE","Education Cost Centers",480034
7767,"ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE","General Services Cost Centers",643368
7768,"ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE","Fiscal Services Cost Centers",152539
7769,"ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE","Administrative Services Cost Centers",244562
7770,"ST. ROSE HOSPITAL","Management & Supervision",130160
7771,"ST. ROSE HOSPITAL","Technician & Specialist",338128
7772,"ST. ROSE HOSPITAL","Registered Nurse",506810
7773,"ST. ROSE HOSPITAL","Licensed Vocational Nurse",25853
7774,"ST. ROSE HOSPITAL","Aides & Orderlies",97886
7775,"ST. ROSE HOSPITAL","Clerical & Other Administrative",257900
7776,"ST. ROSE HOSPITAL","Environmental & Food Services",128995
7777,"ST. ROSE HOSPITAL","Other",11914
7778,"ST. ROSE HOSPITAL","Contracted Registry Nursing",21534
7779,"ST. ROSE HOSPITAL","Contracted Other",8075
7780,"ST. ROSE HOSPITAL","Daily Cost Centers",524848
7781,"ST. ROSE HOSPITAL","Ambulatory Cost Centers",163614
7782,"ST. ROSE HOSPITAL","Ancillary Cost Centers",349440
7783,"ST. ROSE HOSPITAL","Education Cost Centers",0
7784,"ST. ROSE HOSPITAL","General Services Cost Centers",245511
7785,"ST. ROSE HOSPITAL","Fiscal Services Cost Centers",106987
7786,"ST. ROSE HOSPITAL","Administrative Services Cost Centers",136855
7787,"WASHINGTON HOSPITAL - FREMONT","Management & Supervision",219087
7788,"WASHINGTON HOSPITAL - FREMONT","Technician & Specialist",671781
7789,"WASHINGTON HOSPITAL - FREMONT","Registered Nurse",884327
7790,"WASHINGTON HOSPITAL - FREMONT","Licensed Vocational Nurse",33073
7791,"WASHINGTON HOSPITAL - FREMONT","Aides & Orderlies",117104
7792,"WASHINGTON HOSPITAL - FREMONT","Clerical & Other Administrative",414042
7793,"WASHINGTON HOSPITAL - FREMONT","Environmental & Food Services",246910
7794,"WASHINGTON HOSPITAL - FREMONT","Other",60901
7795,"WASHINGTON HOSPITAL - FREMONT","Contracted Registry Nursing",25842
7796,"WASHINGTON HOSPITAL - FREMONT","Contracted Other",7559
7797,"WASHINGTON HOSPITAL - FREMONT","Daily Cost Centers",900723
7798,"WASHINGTON HOSPITAL - FREMONT","Ambulatory Cost Centers",119592
7799,"WASHINGTON HOSPITAL - FREMONT","Ancillary Cost Centers",606079
7800,"WASHINGTON HOSPITAL - FREMONT","Education Cost Centers",0
7801,"WASHINGTON HOSPITAL - FREMONT","General Services Cost Centers",550058
7802,"WASHINGTON HOSPITAL - FREMONT","Fiscal Services Cost Centers",186831
7803,"WASHINGTON HOSPITAL - FREMONT","Administrative Services Cost Centers",317343
7804,"MERRITT PERALTA INSTITUTE CHEMICAL DEPENDENCY RECOVERY HOSPITAL","Management & Supervision",6806
7805,"MERRITT PERALTA INSTITUTE CHEMICAL DEPENDENCY RECOVERY HOSPITAL","Technician & Specialist",21076
7806,"MERRITT PERALTA INSTITUTE CHEMICAL DEPENDENCY RECOVERY HOSPITAL","Registered Nurse",4758
7807,"MERRITT PERALTA INSTITUTE CHEMICAL DEPENDENCY RECOVERY HOSPITAL","Licensed Vocational Nurse",3391
7808,"MERRITT PERALTA INSTITUTE CHEMICAL DEPENDENCY RECOVERY HOSPITAL","Aides & Orderlies",4552
7809,"MERRITT PERALTA INSTITUTE CHEMICAL DEPENDENCY RECOVERY HOSPITAL","Clerical & Other Administrative",8396
7810,"MERRITT PERALTA INSTITUTE CHEMICAL DEPENDENCY RECOVERY HOSPITAL","Environmental & Food Services",0
7811,"MERRITT PERALTA INSTITUTE CHEMICAL DEPENDENCY RECOVERY HOSPITAL","Other",1
7812,"MERRITT PERALTA INSTITUTE CHEMICAL DEPENDENCY RECOVERY HOSPITAL","Contracted Registry Nursing",0
7813,"MERRITT PERALTA INSTITUTE CHEMICAL DEPENDENCY RECOVERY HOSPITAL","Contracted Other",0
7814,"MERRITT PERALTA INSTITUTE CHEMICAL DEPENDENCY RECOVERY HOSPITAL","Daily Cost Centers",48979
7815,"MERRITT PERALTA INSTITUTE CHEMICAL DEPENDENCY RECOVERY HOSPITAL","Ambulatory Cost Centers",0
7816,"MERRITT PERALTA INSTITUTE CHEMICAL DEPENDENCY RECOVERY HOSPITAL","Ancillary Cost Centers",0
7817,"MERRITT PERALTA INSTITUTE CHEMICAL DEPENDENCY RECOVERY HOSPITAL","Education Cost Centers",0
7818,"MERRITT PERALTA INSTITUTE CHEMICAL DEPENDENCY RECOVERY HOSPITAL","General Services Cost Centers",0
7819,"MERRITT PERALTA INSTITUTE CHEMICAL DEPENDENCY RECOVERY HOSPITAL","Fiscal Services Cost Centers",0
7820,"MERRITT PERALTA INSTITUTE CHEMICAL DEPENDENCY RECOVERY HOSPITAL","Administrative Services Cost Centers",1
7821,"FREMONT HOSPITAL","Management & Supervision",58843
7822,"FREMONT HOSPITAL","Technician & Specialist",150987
7823,"FREMONT HOSPITAL","Registered Nurse",65064
7824,"FREMONT HOSPITAL","Licensed Vocational Nurse",5088
7825,"FREMONT HOSPITAL","Aides & Orderlies",0
7826,"FREMONT HOSPITAL","Clerical & Other Administrative",14488
7827,"FREMONT HOSPITAL","Environmental & Food Services",39492
7828,"FREMONT HOSPITAL","Other",42276
7829,"FREMONT HOSPITAL","Contracted Registry Nursing",0
7830,"FREMONT HOSPITAL","Contracted Other",11259
7831,"FREMONT HOSPITAL","Daily Cost Centers",182993
7832,"FREMONT HOSPITAL","Ambulatory Cost Centers",21080
7833,"FREMONT HOSPITAL","Ancillary Cost Centers",0
7834,"FREMONT HOSPITAL","Education Cost Centers",0
7835,"FREMONT HOSPITAL","General Services Cost Centers",100421
7836,"FREMONT HOSPITAL","Fiscal Services Cost Centers",38174
7837,"FREMONT HOSPITAL","Administrative Services Cost Centers",44829
7838,"VALLEYCARE MEDICAL CENTER","Management & Supervision",231140
7839,"VALLEYCARE MEDICAL CENTER","Technician & Specialist",500894
7840,"VALLEYCARE MEDICAL CENTER","Registered Nurse",449154
7841,"VALLEYCARE MEDICAL CENTER","Licensed Vocational Nurse",17482
7842,"VALLEYCARE MEDICAL CENTER","Aides & Orderlies",117647
7843,"VALLEYCARE MEDICAL CENTER","Clerical & Other Administrative",422623
7844,"VALLEYCARE MEDICAL CENTER","Environmental & Food Services",141663
7845,"VALLEYCARE MEDICAL CENTER","Other",48472
7846,"VALLEYCARE MEDICAL CENTER","Contracted Registry Nursing",44290
7847,"VALLEYCARE MEDICAL CENTER","Contracted Other",4266
7848,"VALLEYCARE MEDICAL CENTER","Daily Cost Centers",480706
7849,"VALLEYCARE MEDICAL CENTER","Ambulatory Cost Centers",80656
7850,"VALLEYCARE MEDICAL CENTER","Ancillary Cost Centers",748475
7851,"VALLEYCARE MEDICAL CENTER","Education Cost Centers",4997
7852,"VALLEYCARE MEDICAL CENTER","General Services Cost Centers",342967
7853,"VALLEYCARE MEDICAL CENTER","Fiscal Services Cost Centers",165535
7854,"VALLEYCARE MEDICAL CENTER","Administrative Services Cost Centers",154295
7855,"TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY","Management & Supervision",10735
7856,"TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY","Technician & Specialist",15523
7857,"TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY","Registered Nurse",19268
7858,"TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY","Licensed Vocational Nurse",7297
7859,"TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY","Aides & Orderlies",23574
7860,"TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY","Clerical & Other Administrative",10093
7861,"TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY","Environmental & Food Services",8177
7862,"TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY","Other",0
7863,"TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY","Contracted Registry Nursing",0
7864,"TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY","Contracted Other",1057
7865,"TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY","Daily Cost Centers",56748
7866,"TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY","Ambulatory Cost Centers",0
7867,"TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY","Ancillary Cost Centers",0
7868,"TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY","Education Cost Centers",0
7869,"TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY","General Services Cost Centers",24418
7870,"TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY","Fiscal Services Cost Centers",4382
7871,"TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY","Administrative Services Cost Centers",10176
7872,"TELECARE WILLOW ROCK CENTER","Management & Supervision",7330
7873,"TELECARE WILLOW ROCK CENTER","Technician & Specialist",10831
7874,"TELECARE WILLOW ROCK CENTER","Registered Nurse",9278
7875,"TELECARE WILLOW ROCK CENTER","Licensed Vocational Nurse",7444
7876,"TELECARE WILLOW ROCK CENTER","Aides & Orderlies",28599
7877,"TELECARE WILLOW ROCK CENTER","Clerical & Other Administrative",4931
7878,"TELECARE WILLOW ROCK CENTER","Environmental & Food Services",0
7879,"TELECARE WILLOW ROCK CENTER","Other",0
7880,"TELECARE WILLOW ROCK CENTER","Contracted Registry Nursing",0
7881,"TELECARE WILLOW ROCK CENTER","Contracted Other",3947
7882,"TELECARE WILLOW ROCK CENTER","Daily Cost Centers",55540
7883,"TELECARE WILLOW ROCK CENTER","Ambulatory Cost Centers",0
7884,"TELECARE WILLOW ROCK CENTER","Ancillary Cost Centers",0
7885,"TELECARE WILLOW ROCK CENTER","Education Cost Centers",0
7886,"TELECARE WILLOW ROCK CENTER","General Services Cost Centers",8067
7887,"TELECARE WILLOW ROCK CENTER","Fiscal Services Cost Centers",1920
7888,"TELECARE WILLOW ROCK CENTER","Administrative Services Cost Centers",6833
7889,"KAISER FOUNDATION NORTHERN REGION","Management & Supervision",0
7890,"KAISER FOUNDATION NORTHERN REGION","Technician & Specialist",0
7891,"SUTTER AMADOR HOSPITAL","Education Cost Centers",0
7892,"KAISER FOUNDATION NORTHERN REGION","Registered Nurse",0
7893,"KAISER FOUNDATION NORTHERN REGION","Licensed Vocational Nurse",0
7894,"KAISER FOUNDATION NORTHERN REGION","Aides & Orderlies",0
7895,"KAISER FOUNDATION NORTHERN REGION","Clerical & Other Administrative",0
7896,"KAISER FOUNDATION NORTHERN REGION","Environmental & Food Services",0
7897,"KAISER FOUNDATION NORTHERN REGION","Other",0
7898,"KAISER FOUNDATION NORTHERN REGION","Contracted Registry Nursing",0
7899,"KAISER FOUNDATION NORTHERN REGION","Contracted Other",0
7900,"KAISER FOUNDATION NORTHERN REGION","Daily Cost Centers",0
7901,"KAISER FOUNDATION NORTHERN REGION","Ambulatory Cost Centers",0
7902,"KAISER FOUNDATION NORTHERN REGION","Ancillary Cost Centers",0
7903,"KAISER FOUNDATION NORTHERN REGION","Education Cost Centers",0
7904,"KAISER FOUNDATION NORTHERN REGION","General Services Cost Centers",0
7905,"KAISER FOUNDATION NORTHERN REGION","Fiscal Services Cost Centers",0
7906,"KAISER FOUNDATION NORTHERN REGION","Administrative Services Cost Centers",0
7907,"SUTTER AMADOR HOSPITAL","Management & Supervision",57233
7908,"SUTTER AMADOR HOSPITAL","Technician & Specialist",136725
7909,"SUTTER AMADOR HOSPITAL","Registered Nurse",123830
7910,"SUTTER AMADOR HOSPITAL","Licensed Vocational Nurse",7441
7911,"SUTTER AMADOR HOSPITAL","Aides & Orderlies",16779
7912,"SUTTER AMADOR HOSPITAL","Clerical & Other Administrative",73139
7913,"SUTTER AMADOR HOSPITAL","Environmental & Food Services",54364
7914,"SUTTER AMADOR HOSPITAL","Other",37032
7915,"SUTTER AMADOR HOSPITAL","Contracted Registry Nursing",1966
7916,"SUTTER AMADOR HOSPITAL","Contracted Other",7938
7917,"SUTTER AMADOR HOSPITAL","Daily Cost Centers",96280
7918,"SUTTER AMADOR HOSPITAL","Ambulatory Cost Centers",121174
7919,"SUTTER AMADOR HOSPITAL","Ancillary Cost Centers",157058
7920,"SUTTER AMADOR HOSPITAL","General Services Cost Centers",97516
7921,"SUTTER AMADOR HOSPITAL","Fiscal Services Cost Centers",1760
7922,"SUTTER AMADOR HOSPITAL","Administrative Services Cost Centers",42659
7923,"BIGGS-GRIDLEY MEMORIAL HOSPITAL","Management & Supervision",27873
7924,"BIGGS-GRIDLEY MEMORIAL HOSPITAL","Technician & Specialist",39900
7925,"BIGGS-GRIDLEY MEMORIAL HOSPITAL","Registered Nurse",40720
7926,"BIGGS-GRIDLEY MEMORIAL HOSPITAL","Licensed Vocational Nurse",34175
7927,"BIGGS-GRIDLEY MEMORIAL HOSPITAL","Aides & Orderlies",40784
