"id","facility_name","county_name","productive_hours","productive_hours_per_adjusted_patient_day"
9692,"KAISER FOUNDATION HOSPITAL - HARBOR CITY","Los Angeles",0,0.0
9693,"KAISER FOUNDATION HOSPITAL - HARBOR CITY","Los Angeles",815711,14.79
9694,"KAISER FOUNDATION HOSPITAL - HARBOR CITY","Los Angeles",19676,0.36
9695,"KAISER FOUNDATION HOSPITAL - HARBOR CITY","Los Angeles",153920,2.79
9696,"KAISER FOUNDATION HOSPITAL - HARBOR CITY","Los Angeles",0,0.0
9697,"KAISER FOUNDATION HOSPITAL - HARBOR CITY","Los Angeles",0,0.0
9698,"KAISER FOUNDATION HOSPITAL - HARBOR CITY","Los Angeles",1353861,24.55
9699,"KAISER FOUNDATION HOSPITAL - HARBOR CITY","Los Angeles",29327,0.53
9700,"KAISER FOUNDATION HOSPITAL - HARBOR CITY","Los Angeles",0,0.0
9701,"KAISER FOUNDATION HOSPITAL - HARBOR CITY","Los Angeles",758146,13.75
9702,"KAISER FOUNDATION HOSPITAL - HARBOR CITY","Los Angeles",91289,1.66
9703,"KAISER FOUNDATION HOSPITAL - HARBOR CITY","Los Angeles",370017,6.71
9704,"KAISER FOUNDATION HOSPITAL - HARBOR CITY","Los Angeles",0,0.0
9705,"KAISER FOUNDATION HOSPITAL - HARBOR CITY","Los Angeles",547716,9.93
9706,"KAISER FOUNDATION HOSPITAL - HARBOR CITY","Los Angeles",0,0.0
9707,"KAISER FOUNDATION HOSPITAL - HARBOR CITY","Los Angeles",603247,10.94
9708,"KAISER FOUNDATION HOSPITAL - PANORAMA CITY","Los Angeles",0,0.0
9709,"KAISER FOUNDATION HOSPITAL - PANORAMA CITY","Los Angeles",0,0.0
9710,"KAISER FOUNDATION HOSPITAL - PANORAMA CITY","Los Angeles",760315,17.41
9711,"KAISER FOUNDATION HOSPITAL - PANORAMA CITY","Los Angeles",26290,0.6
9712,"KAISER FOUNDATION HOSPITAL - PANORAMA CITY","Los Angeles",117164,2.68
9713,"KAISER FOUNDATION HOSPITAL - PANORAMA CITY","Los Angeles",0,0.0
9714,"KAISER FOUNDATION HOSPITAL - PANORAMA CITY","Los Angeles",0,0.0
9715,"KAISER FOUNDATION HOSPITAL - PANORAMA CITY","Los Angeles",665134,15.23
9716,"KAISER FOUNDATION HOSPITAL - PANORAMA CITY","Los Angeles",44355,1.02
9717,"KAISER FOUNDATION HOSPITAL - PANORAMA CITY","Los Angeles",0,0.0
9718,"KAISER FOUNDATION HOSPITAL - PANORAMA CITY","Los Angeles",680755,15.58
9719,"KAISER FOUNDATION HOSPITAL - PANORAMA CITY","Los Angeles",198930,4.55
9720,"KAISER FOUNDATION HOSPITAL - PANORAMA CITY","Los Angeles",302718,6.93
9721,"KAISER FOUNDATION HOSPITAL - PANORAMA CITY","Los Angeles",0,0.0
9722,"KAISER FOUNDATION HOSPITAL - PANORAMA CITY","Los Angeles",272658,6.24
9723,"KAISER FOUNDATION HOSPITAL - PANORAMA CITY","Los Angeles",0,0.0
9724,"KAISER FOUNDATION HOSPITAL - PANORAMA CITY","Los Angeles",158197,3.62
9725,"KAISER FOUNDATION HOSPITAL - WEST LA","Los Angeles",0,0.0
9726,"KAISER FOUNDATION HOSPITAL - WEST LA","Los Angeles",0,0.0
9727,"KAISER FOUNDATION HOSPITAL - WEST LA","Los Angeles",647620,14.06
9728,"KAISER FOUNDATION HOSPITAL - WEST LA","Los Angeles",5970,0.13
9729,"KAISER FOUNDATION HOSPITAL - WEST LA","Los Angeles",102501,2.22
9730,"KAISER FOUNDATION HOSPITAL - WEST LA","Los Angeles",0,0.0
9731,"KAISER FOUNDATION HOSPITAL - WEST LA","Los Angeles",0,0.0
9732,"KAISER FOUNDATION HOSPITAL - WEST LA","Los Angeles",1376379,29.87
9733,"KAISER FOUNDATION HOSPITAL - WEST LA","Los Angeles",162712,3.53
9734,"KAISER FOUNDATION HOSPITAL - WEST LA","Los Angeles",0,0.0
9735,"KAISER FOUNDATION HOSPITAL - WEST LA","Los Angeles",728011,15.8
9736,"KAISER FOUNDATION HOSPITAL - WEST LA","Los Angeles",0,0.0
9737,"KAISER FOUNDATION HOSPITAL - WEST LA","Los Angeles",298901,6.49
9738,"KAISER FOUNDATION HOSPITAL - WEST LA","Los Angeles",0,0.0
9739,"KAISER FOUNDATION HOSPITAL - WEST LA","Los Angeles",613433,13.31
9740,"KAISER FOUNDATION HOSPITAL - WEST LA","Los Angeles",0,0.0
9741,"KAISER FOUNDATION HOSPITAL - WEST LA","Los Angeles",654837,14.21
9742,"KINDRED HOSPITAL - LA MIRADA","Los Angeles",58377,1.02
9743,"KINDRED HOSPITAL - LA MIRADA","Los Angeles",213058,3.71
9744,"KINDRED HOSPITAL - LA MIRADA","Los Angeles",279151,4.86
9745,"KINDRED HOSPITAL - LA MIRADA","Los Angeles",169004,2.94
9746,"KINDRED HOSPITAL - LA MIRADA","Los Angeles",130627,2.27
9747,"KINDRED HOSPITAL - LA MIRADA","Los Angeles",97377,1.69
9748,"KINDRED HOSPITAL - LA MIRADA","Los Angeles",91055,1.58
9749,"KINDRED HOSPITAL - LA MIRADA","Los Angeles",8566,0.15
9750,"KINDRED HOSPITAL - LA MIRADA","Los Angeles",0,0.0
9751,"KINDRED HOSPITAL - LA MIRADA","Los Angeles",1810,0.03
9752,"KINDRED HOSPITAL - LA MIRADA","Los Angeles",568102,9.89
9753,"KINDRED HOSPITAL - LA MIRADA","Los Angeles",0,0.0
9754,"KINDRED HOSPITAL - LA MIRADA","Los Angeles",160866,2.8
9755,"KINDRED HOSPITAL - LA MIRADA","Los Angeles",0,0.0
9756,"KINDRED HOSPITAL - LA MIRADA","Los Angeles",143495,2.5
9757,"KINDRED HOSPITAL - LA MIRADA","Los Angeles",41352,0.72
9758,"KINDRED HOSPITAL - LA MIRADA","Los Angeles",135210,2.35
9759,"LANCASTER COMMUNITY HOSPITAL","Los Angeles",121088,3.3
9760,"LANCASTER COMMUNITY HOSPITAL","Los Angeles",311146,8.48
9761,"LANCASTER COMMUNITY HOSPITAL","Los Angeles",254780,6.95
9762,"LANCASTER COMMUNITY HOSPITAL","Los Angeles",36829,1.0
9763,"LANCASTER COMMUNITY HOSPITAL","Los Angeles",46566,1.27
9764,"LANCASTER COMMUNITY HOSPITAL","Los Angeles",74456,2.03
9765,"LANCASTER COMMUNITY HOSPITAL","Los Angeles",1362,0.04
9766,"LANCASTER COMMUNITY HOSPITAL","Los Angeles",27570,0.75
9767,"LANCASTER COMMUNITY HOSPITAL","Los Angeles",4252,0.12
9768,"LANCASTER COMMUNITY HOSPITAL","Los Angeles",431,0.01
9769,"LANCASTER COMMUNITY HOSPITAL","Los Angeles",294739,8.04
9770,"LANCASTER COMMUNITY HOSPITAL","Los Angeles",77920,2.12
9771,"LANCASTER COMMUNITY HOSPITAL","Los Angeles",220583,6.01
9772,"LANCASTER COMMUNITY HOSPITAL","Los Angeles",0,0.0
9773,"LANCASTER COMMUNITY HOSPITAL","Los Angeles",129289,3.53
9774,"LANCASTER COMMUNITY HOSPITAL","Los Angeles",50090,1.37
9775,"LANCASTER COMMUNITY HOSPITAL","Los Angeles",105859,2.89
9776,"AURORA LAS ENCINAS HOSPITAL","Los Angeles",41696,2.17
9777,"AURORA LAS ENCINAS HOSPITAL","Los Angeles",80326,4.18
9778,"AURORA LAS ENCINAS HOSPITAL","Los Angeles",57702,3.0
9779,"AURORA LAS ENCINAS HOSPITAL","Los Angeles",33894,1.76
9780,"AURORA LAS ENCINAS HOSPITAL","Los Angeles",61647,3.21
9781,"AURORA LAS ENCINAS HOSPITAL","Los Angeles",33100,1.72
9782,"AURORA LAS ENCINAS HOSPITAL","Los Angeles",39920,2.08
9783,"AURORA LAS ENCINAS HOSPITAL","Los Angeles",0,0.0
9784,"AURORA LAS ENCINAS HOSPITAL","Los Angeles",0,0.0
9785,"AURORA LAS ENCINAS HOSPITAL","Los Angeles",0,0.0
9786,"AURORA LAS ENCINAS HOSPITAL","Los Angeles",157805,8.21
9787,"AURORA LAS ENCINAS HOSPITAL","Los Angeles",19311,1.0
9788,"AURORA LAS ENCINAS HOSPITAL","Los Angeles",0,0.0
9789,"AURORA LAS ENCINAS HOSPITAL","Los Angeles",0,0.0
9790,"AURORA LAS ENCINAS HOSPITAL","Los Angeles",70244,3.65
9791,"AURORA LAS ENCINAS HOSPITAL","Los Angeles",35822,1.86
9792,"AURORA LAS ENCINAS HOSPITAL","Los Angeles",57882,3.01
9793,"PROMISE HOSPITAL OF EAST LOS ANGELES","Los Angeles",74934,1.52
9794,"PROMISE HOSPITAL OF EAST LOS ANGELES","Los Angeles",266595,5.41
9795,"PROMISE HOSPITAL OF EAST LOS ANGELES","Los Angeles",247785,5.03
9796,"PROMISE HOSPITAL OF EAST LOS ANGELES","Los Angeles",129077,2.62
9797,"PROMISE HOSPITAL OF EAST LOS ANGELES","Los Angeles",171912,3.49
9798,"PROMISE HOSPITAL OF EAST LOS ANGELES","Los Angeles",117398,2.38
9799,"PROMISE HOSPITAL OF EAST LOS ANGELES","Los Angeles",127520,2.59
9800,"PROMISE HOSPITAL OF EAST LOS ANGELES","Los Angeles",0,0.0
9801,"PROMISE HOSPITAL OF EAST LOS ANGELES","Los Angeles",26393,0.54
9802,"PROMISE HOSPITAL OF EAST LOS ANGELES","Los Angeles",8947,0.18
9803,"PROMISE HOSPITAL OF EAST LOS ANGELES","Los Angeles",582053,11.81
9804,"PROMISE HOSPITAL OF EAST LOS ANGELES","Los Angeles",0,0.0
9805,"PROMISE HOSPITAL OF EAST LOS ANGELES","Los Angeles",230282,4.67
9806,"PROMISE HOSPITAL OF EAST LOS ANGELES","Los Angeles",0,0.0
9807,"PROMISE HOSPITAL OF EAST LOS ANGELES","Los Angeles",207113,4.2
9808,"PROMISE HOSPITAL OF EAST LOS ANGELES","Los Angeles",41950,0.85
9809,"PROMISE HOSPITAL OF EAST LOS ANGELES","Los Angeles",109163,2.21
9810,"PROVIDENCE LITTLE CO OF MARY-TORRANCE","Los Angeles",286124,2.15
9811,"PROVIDENCE LITTLE CO OF MARY-TORRANCE","Los Angeles",819814,6.16
9812,"PROVIDENCE LITTLE CO OF MARY-TORRANCE","Los Angeles",801875,6.03
9813,"PROVIDENCE LITTLE CO OF MARY-TORRANCE","Los Angeles",28535,0.21
9814,"PROVIDENCE LITTLE CO OF MARY-TORRANCE","Los Angeles",268097,2.02
9815,"PROVIDENCE LITTLE CO OF MARY-TORRANCE","Los Angeles",533669,4.01
9816,"PROVIDENCE LITTLE CO OF MARY-TORRANCE","Los Angeles",243541,1.83
9817,"PROVIDENCE LITTLE CO OF MARY-TORRANCE","Los Angeles",106150,0.8
9818,"PROVIDENCE LITTLE CO OF MARY-TORRANCE","Los Angeles",187292,1.41
9819,"PROVIDENCE LITTLE CO OF MARY-TORRANCE","Los Angeles",13998,0.11
9820,"PROVIDENCE LITTLE CO OF MARY-TORRANCE","Los Angeles",1026885,7.72
9821,"PROVIDENCE LITTLE CO OF MARY-TORRANCE","Los Angeles",291502,2.19
9822,"PROVIDENCE LITTLE CO OF MARY-TORRANCE","Los Angeles",899528,6.76
9823,"PROVIDENCE LITTLE CO OF MARY-TORRANCE","Los Angeles",0,0.0
9824,"PROVIDENCE LITTLE CO OF MARY-TORRANCE","Los Angeles",558160,4.2
9825,"PROVIDENCE LITTLE CO OF MARY-TORRANCE","Los Angeles",130843,0.98
9826,"PROVIDENCE LITTLE CO OF MARY-TORRANCE","Los Angeles",382177,2.87
9827,"COMMUNITY HOSPITAL OF LONG BEACH","Los Angeles",60136,2.06
9828,"COMMUNITY HOSPITAL OF LONG BEACH","Los Angeles",187330,6.43
9829,"COMMUNITY HOSPITAL OF LONG BEACH","Los Angeles",196683,6.75
9830,"COMMUNITY HOSPITAL OF LONG BEACH","Los Angeles",20957,0.72
9831,"COMMUNITY HOSPITAL OF LONG BEACH","Los Angeles",78180,2.68
9832,"COMMUNITY HOSPITAL OF LONG BEACH","Los Angeles",99872,3.43
9833,"COMMUNITY HOSPITAL OF LONG BEACH","Los Angeles",57603,1.98
9834,"COMMUNITY HOSPITAL OF LONG BEACH","Los Angeles",36736,1.26
9835,"COMMUNITY HOSPITAL OF LONG BEACH","Los Angeles",14916,0.51
9836,"COMMUNITY HOSPITAL OF LONG BEACH","Los Angeles",5412,0.19
9837,"COMMUNITY HOSPITAL OF LONG BEACH","Los Angeles",279940,9.6
9838,"COMMUNITY HOSPITAL OF LONG BEACH","Los Angeles",66276,2.27
9839,"COMMUNITY HOSPITAL OF LONG BEACH","Los Angeles",130310,4.47
9840,"COMMUNITY HOSPITAL OF LONG BEACH","Los Angeles",0,0.0
9841,"COMMUNITY HOSPITAL OF LONG BEACH","Los Angeles",161670,5.55
9842,"COMMUNITY HOSPITAL OF LONG BEACH","Los Angeles",53016,1.82
9843,"COMMUNITY HOSPITAL OF LONG BEACH","Los Angeles",60187,2.06
9844,"MARINA DEL REY HOSPITAL","Los Angeles",76163,3.27
9845,"MARINA DEL REY HOSPITAL","Los Angeles",214240,9.2
9846,"MARINA DEL REY HOSPITAL","Los Angeles",237898,10.21
9847,"MARINA DEL REY HOSPITAL","Los Angeles",3764,0.16
9848,"MARINA DEL REY HOSPITAL","Los Angeles",85214,3.66
9849,"MARINA DEL REY HOSPITAL","Los Angeles",178007,7.64
9850,"MARINA DEL REY HOSPITAL","Los Angeles",39064,1.68
9851,"MARINA DEL REY HOSPITAL","Los Angeles",0,0.0
9852,"MARINA DEL REY HOSPITAL","Los Angeles",11914,0.51
9853,"MARINA DEL REY HOSPITAL","Los Angeles",4465,0.19
9854,"MARINA DEL REY HOSPITAL","Los Angeles",207016,8.89
9855,"MARINA DEL REY HOSPITAL","Los Angeles",103228,4.43
9856,"MARINA DEL REY HOSPITAL","Los Angeles",241747,10.38
9857,"MARINA DEL REY HOSPITAL","Los Angeles",0,0.0
9858,"MARINA DEL REY HOSPITAL","Los Angeles",115042,4.94
9859,"MARINA DEL REY HOSPITAL","Los Angeles",96360,4.14
9860,"MARINA DEL REY HOSPITAL","Los Angeles",82766,3.55
9861,"PROVIDENCE TARZANA MEDICAL CENTER","Los Angeles",128766,1.63
9862,"PROVIDENCE TARZANA MEDICAL CENTER","Los Angeles",524512,6.62
9863,"PROVIDENCE TARZANA MEDICAL CENTER","Los Angeles",762744,9.63
9864,"PROVIDENCE TARZANA MEDICAL CENTER","Los Angeles",42220,0.53
9865,"PROVIDENCE TARZANA MEDICAL CENTER","Los Angeles",138819,1.75
9866,"PROVIDENCE TARZANA MEDICAL CENTER","Los Angeles",258717,3.27
9867,"PROVIDENCE TARZANA MEDICAL CENTER","Los Angeles",66589,0.84
9868,"PROVIDENCE TARZANA MEDICAL CENTER","Los Angeles",108234,1.37
9869,"PROVIDENCE TARZANA MEDICAL CENTER","Los Angeles",38598,0.49
9870,"PROVIDENCE TARZANA MEDICAL CENTER","Los Angeles",13962,0.18
9871,"PROVIDENCE TARZANA MEDICAL CENTER","Los Angeles",739756,9.34
9872,"PROVIDENCE TARZANA MEDICAL CENTER","Los Angeles",127027,1.6
9873,"PROVIDENCE TARZANA MEDICAL CENTER","Los Angeles",607751,7.67
9874,"PROVIDENCE TARZANA MEDICAL CENTER","Los Angeles",0,0.0
9875,"PROVIDENCE TARZANA MEDICAL CENTER","Los Angeles",289252,3.65
9876,"PROVIDENCE TARZANA MEDICAL CENTER","Los Angeles",84280,1.06
9877,"LONG BEACH MEMORIAL MEDICAL CENTER","Los Angeles",169491,1.08
9878,"PROVIDENCE TARZANA MEDICAL CENTER","Los Angeles",235095,2.97
9879,"MEMORIAL HOSPITAL OF GARDENA","Los Angeles",73449,1.16
9880,"MEMORIAL HOSPITAL OF GARDENA","Los Angeles",267373,4.21
9881,"MEMORIAL HOSPITAL OF GARDENA","Los Angeles",296843,4.67
9882,"MEMORIAL HOSPITAL OF GARDENA","Los Angeles",101439,1.6
9883,"MEMORIAL HOSPITAL OF GARDENA","Los Angeles",117733,1.85
9884,"MEMORIAL HOSPITAL OF GARDENA","Los Angeles",208194,3.28
9885,"MEMORIAL HOSPITAL OF GARDENA","Los Angeles",89503,1.41
9886,"MEMORIAL HOSPITAL OF GARDENA","Los Angeles",0,0.0
9887,"MEMORIAL HOSPITAL OF GARDENA","Los Angeles",98630,1.55
9888,"MEMORIAL HOSPITAL OF GARDENA","Los Angeles",17067,0.27
9889,"MEMORIAL HOSPITAL OF GARDENA","Los Angeles",516992,8.14
9890,"MEMORIAL HOSPITAL OF GARDENA","Los Angeles",80963,1.27
9891,"MEMORIAL HOSPITAL OF GARDENA","Los Angeles",290331,4.57
9892,"MEMORIAL HOSPITAL OF GARDENA","Los Angeles",0,0.0
9893,"MEMORIAL HOSPITAL OF GARDENA","Los Angeles",155562,2.45
9894,"MEMORIAL HOSPITAL OF GARDENA","Los Angeles",99825,1.57
9895,"MEMORIAL HOSPITAL OF GARDENA","Los Angeles",126558,1.99
9896,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER","Los Angeles",231652,3.11
9897,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER","Los Angeles",456724,6.14
9898,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER","Los Angeles",637797,8.57
9899,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER","Los Angeles",22222,0.3
9900,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER","Los Angeles",115902,1.56
9901,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER","Los Angeles",302975,4.07
9902,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER","Los Angeles",172206,2.31
9903,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER","Los Angeles",41117,0.55
9904,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER","Los Angeles",12203,0.16
9905,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER","Los Angeles",46213,0.62
9906,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER","Los Angeles",666083,8.95
9907,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER","Los Angeles",136801,1.84
9908,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER","Los Angeles",508487,6.84
9909,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER","Los Angeles",10052,0.14
9910,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER","Los Angeles",363863,4.89
9911,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER","Los Angeles",147222,1.98
9912,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER","Los Angeles",205034,2.76
9913,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS","Los Angeles",79081,1.77
9914,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS","Los Angeles",174768,3.92
9915,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS","Los Angeles",178871,4.01
9916,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS","Los Angeles",64007,1.44
9917,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS","Los Angeles",85749,1.92
9918,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS","Los Angeles",129978,2.92
9919,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS","Los Angeles",77974,1.75
9920,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS","Los Angeles",0,0.0
9921,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS","Los Angeles",16058,0.36
9922,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS","Los Angeles",0,0.0
9923,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS","Los Angeles",313915,7.05
9924,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS","Los Angeles",82442,1.85
9925,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS","Los Angeles",122056,2.74
9926,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS","Los Angeles",0,0.0
9927,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS","Los Angeles",136986,3.07
9928,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS","Los Angeles",58776,1.32
9929,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS","Los Angeles",92311,2.07
9930,"LONG BEACH MEMORIAL MEDICAL CENTER","Los Angeles",272487,1.73
9931,"LONG BEACH MEMORIAL MEDICAL CENTER","Los Angeles",1405902,8.92
9932,"LONG BEACH MEMORIAL MEDICAL CENTER","Los Angeles",1314127,8.34
9933,"LONG BEACH MEMORIAL MEDICAL CENTER","Los Angeles",42586,0.27
9934,"LONG BEACH MEMORIAL MEDICAL CENTER","Los Angeles",468532,2.97
9935,"LONG BEACH MEMORIAL MEDICAL CENTER","Los Angeles",681868,4.33
9936,"LONG BEACH MEMORIAL MEDICAL CENTER","Los Angeles",64746,0.41
9937,"LONG BEACH MEMORIAL MEDICAL CENTER","Los Angeles",39697,0.25
9938,"LONG BEACH MEMORIAL MEDICAL CENTER","Los Angeles",578448,3.67
9939,"LONG BEACH MEMORIAL MEDICAL CENTER","Los Angeles",1522322,9.66
9940,"LONG BEACH MEMORIAL MEDICAL CENTER","Los Angeles",337451,2.14
9941,"LONG BEACH MEMORIAL MEDICAL CENTER","Los Angeles",1397069,8.86
9942,"LONG BEACH MEMORIAL MEDICAL CENTER","Los Angeles",59048,0.37
9943,"LONG BEACH MEMORIAL MEDICAL CENTER","Los Angeles",883077,5.6
9944,"LONG BEACH MEMORIAL MEDICAL CENTER","Los Angeles",178833,1.13
9945,"LONG BEACH MEMORIAL MEDICAL CENTER","Los Angeles",406944,2.58
9946,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA","Los Angeles",176418,1.69
9947,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA","Los Angeles",685262,6.55
9948,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA","Los Angeles",844624,8.07
9949,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA","Los Angeles",60244,0.58
9950,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA","Los Angeles",356296,3.4
9951,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA","Los Angeles",419015,4.0
9952,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA","Los Angeles",208336,1.99
9953,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA","Los Angeles",196009,1.87
9954,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA","Los Angeles",32254,0.31
9955,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA","Los Angeles",12692,0.12
9956,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA","Los Angeles",1154620,11.03
9957,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA","Los Angeles",148780,1.42
9958,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA","Los Angeles",622249,5.95
9959,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA","Los Angeles",0,0.0
9960,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA","Los Angeles",521103,4.98
9961,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA","Los Angeles",171171,1.64
9962,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA","Los Angeles",373227,3.57
9963,"OLYMPIA MEDICAL CENTER","Los Angeles",336274,7.15
9964,"OLYMPIA MEDICAL CENTER","Los Angeles",381245,8.1
9965,"OLYMPIA MEDICAL CENTER","Los Angeles",484587,10.3
9966,"OLYMPIA MEDICAL CENTER","Los Angeles",32086,0.68
9967,"OLYMPIA MEDICAL CENTER","Los Angeles",136022,2.89
9968,"OLYMPIA MEDICAL CENTER","Los Angeles",127221,2.7
9969,"OLYMPIA MEDICAL CENTER","Los Angeles",32456,0.69
9970,"OLYMPIA MEDICAL CENTER","Los Angeles",0,0.0
9971,"OLYMPIA MEDICAL CENTER","Los Angeles",870,0.02
9972,"OLYMPIA MEDICAL CENTER","Los Angeles",12576,0.27
9973,"OLYMPIA MEDICAL CENTER","Los Angeles",608807,12.94
9974,"OLYMPIA MEDICAL CENTER","Los Angeles",155503,3.3
9975,"OLYMPIA MEDICAL CENTER","Los Angeles",319319,6.79
9976,"OLYMPIA MEDICAL CENTER","Los Angeles",0,0.0
9977,"OLYMPIA MEDICAL CENTER","Los Angeles",185862,3.95
9978,"OLYMPIA MEDICAL CENTER","Los Angeles",83998,1.79
9979,"OLYMPIA MEDICAL CENTER","Los Angeles",175057,3.72
9980,"MONROVIA MEMORIAL HOSPITAL","Los Angeles",32688,3.43
9981,"MONROVIA MEMORIAL HOSPITAL","Los Angeles",44212,4.64
9982,"MONROVIA MEMORIAL HOSPITAL","Los Angeles",76958,8.08
9983,"MONROVIA MEMORIAL HOSPITAL","Los Angeles",5830,0.61
9984,"MONROVIA MEMORIAL HOSPITAL","Los Angeles",25614,2.69
9985,"MONROVIA MEMORIAL HOSPITAL","Los Angeles",29268,3.07
9986,"MONROVIA MEMORIAL HOSPITAL","Los Angeles",23754,2.49
9987,"MONROVIA MEMORIAL HOSPITAL","Los Angeles",7314,0.77
9988,"MONROVIA MEMORIAL HOSPITAL","Los Angeles",0,0.0
9989,"MONROVIA MEMORIAL HOSPITAL","Los Angeles",760,0.08
9990,"MONROVIA MEMORIAL HOSPITAL","Los Angeles",105573,11.09
9991,"MONROVIA MEMORIAL HOSPITAL","Los Angeles",0,0.0
9992,"MONROVIA MEMORIAL HOSPITAL","Los Angeles",53607,5.63
9993,"MONROVIA MEMORIAL HOSPITAL","Los Angeles",0,0.0
9994,"MONROVIA MEMORIAL HOSPITAL","Los Angeles",39825,4.18
9995,"MONROVIA MEMORIAL HOSPITAL","Los Angeles",14538,1.53
9996,"MONROVIA MEMORIAL HOSPITAL","Los Angeles",32855,3.45
9997,"MONTEREY PARK HOSPITAL","Los Angeles",45420,1.86
9998,"MONTEREY PARK HOSPITAL","Los Angeles",114759,4.69
9999,"MONTEREY PARK HOSPITAL","Los Angeles",173920,7.1
10000,"MONTEREY PARK HOSPITAL","Los Angeles",37321,1.52
10001,"MONTEREY PARK HOSPITAL","Los Angeles",23868,0.97
10002,"MONTEREY PARK HOSPITAL","Los Angeles",109299,4.46
10003,"MONTEREY PARK HOSPITAL","Los Angeles",22788,0.93
10004,"MONTEREY PARK HOSPITAL","Los Angeles",866,0.04
10005,"MONTEREY PARK HOSPITAL","Los Angeles",0,0.0
10006,"MONTEREY PARK HOSPITAL","Los Angeles",0,0.0
10007,"MONTEREY PARK HOSPITAL","Los Angeles",127538,5.21
10008,"MONTEREY PARK HOSPITAL","Los Angeles",25279,1.03
10009,"MONTEREY PARK HOSPITAL","Los Angeles",228441,9.33
10010,"MONTEREY PARK HOSPITAL","Los Angeles",0,0.0
10011,"MONTEREY PARK HOSPITAL","Los Angeles",53431,2.18
10012,"MONTEREY PARK HOSPITAL","Los Angeles",40812,1.67
10013,"MONTEREY PARK HOSPITAL","Los Angeles",52740,2.15
10014,"MOTION PICTURE & TELEVISION HOSPITAL","Los Angeles",97630,0.25
10015,"MOTION PICTURE & TELEVISION HOSPITAL","Los Angeles",132340,0.33
10016,"MOTION PICTURE & TELEVISION HOSPITAL","Los Angeles",48957,0.12
10017,"MOTION PICTURE & TELEVISION HOSPITAL","Los Angeles",92869,0.23
10018,"MOTION PICTURE & TELEVISION HOSPITAL","Los Angeles",153122,0.39
10019,"MOTION PICTURE & TELEVISION HOSPITAL","Los Angeles",264926,0.67
10020,"MOTION PICTURE & TELEVISION HOSPITAL","Los Angeles",244542,0.62
10021,"MOTION PICTURE & TELEVISION HOSPITAL","Los Angeles",57018,0.14
10022,"MOTION PICTURE & TELEVISION HOSPITAL","Los Angeles",17933,0.05
